"Company","Parent Company","Penalty Amount","Subtraction From Penalty","Penalty Amount Adjusted For Eliminating Multiple Counting","Penalty Year","Penalty Date","Primary Offense","Secondary Offense","Description","Level of Government","Action Type","Agency","Court","Civil/Criminal","Prosecution Agreement","Case ID","Private Litigation Case Title","Lawsuit Resolution","Facility State","City","Address","Zip","NAICS Code","NAICS Translation","HQ Country of Parent","HQ State of Parent","Ownership Structure","Major Industry of Parent","Specific Industry of Parent","Info Source","Info Source Archive URL","PACER Link","Captured Document","EPA/OSHA More Info Link","Notes"
"Community Health Systems, Inc.","Community Health Systems","$39,475","$0","$39,475","2004","20041031","wage and hour violation","Fair Labor Standards Act","","federal","agency action","Labor Department Wage and Hour Division","","civil","","1377978","","","Texas","Alpine","","79830","622110","622110: General Medical and Surgical Hospitals","USA","Tennessee","publicly traded","healthcare services","healthcare services","March 7, 2017 download of a dataset posted by the Wage and Hour Division at https://enforcedata.dol.gov/views/data_summary.php","","","","","Date and year are the Findings End Date in the dataset posted by the Wage and Hour Division, which does not provide case opening or closing dates. The company name is the Legal Name provided by the dataset unless that field is blank, in which case the Trade Name is used. The dataset provides only one address and does not indicate whether it is the company headquarters address or the establishment address. The penalty amount is the total of civil monetary penalties and mandated back wages. The original dataset provides a breakdown."
"Community Health Systems, Inc.","Community Health Systems","$10,001","$0","$10,001","2007","20070212","benefit plan administrator violation","","Deficient Filer","federal","agency action","Employee Benefits Security Administration","","civil","","","","","West Virginia","","","","","","USA","Tennessee","publicly traded","healthcare services","healthcare services","Included in a dataset downloaded at https://enforcedata.dol.gov/views/data_summary.php","","","","","Company is plan administrator. Penalty amount reported in range of $10,001 to $50,000. "
"Concentra","Select Medical Holdings","$10,982","$0","$10,982","2013","20130517","wage and hour violation","Fair Labor Standards Act","","federal","agency action","Labor Department Wage and Hour Division","","civil","","1693441","","","Georgia","Garden City","","31408","621399","621399: Offices of All Other Miscellaneous Health Practitioners","USA","Pennsylvania","publicly traded","healthcare services","healthcare services","March 7, 2017 download of a dataset posted by the Wage and Hour Division at https://enforcedata.dol.gov/views/data_summary.php","","","","","Date and year are the Findings End Date in the dataset posted by the Wage and Hour Division, which does not provide case opening or closing dates. The company name is the Legal Name provided by the dataset unless that field is blank, in which case the Trade Name is used. The dataset provides only one address and does not indicate whether it is the company headquarters address or the establishment address. The penalty amount is the total of civil monetary penalties and mandated back wages. The original dataset provides a breakdown."
"PRIME HEALTHCARE SERVICES INC.","Prime Healthcare Services Inc.","$11,250","$0","$11,250","2014","20141203","workplace safety or health violation","","","federal","agency action","Occupational Safety & Health Administration","","civil","","340114826","","","Nevada","RENO","235 W. 6TH STREET","89503","622110","622110: General Medical and Surgical Hospitals","USA","California","privately held","healthcare services","hospitals","Extracted from a download of OSHA's Inspection Database updated by OSHA on 1/19/2018, available at https://enforcedata.dol.gov/views/data_catalogs.php","","","","https://www.osha.gov/pls/imis/establishment.inspection_detail?id=1011482.015",""
"UHS OF WESTWOOD PEMBROKE, INC.","Universal Health Services Inc.","$198,230","$0","$198,230","2014","20141120","workplace safety or health violation","","","federal","agency action","Occupational Safety & Health Administration","","civil","","340097468","","","Massachusetts","LOWELL","391 VARNUM AVE","01854","621330","621330: Offices of Mental Health Practitioners (except Physicians)","USA","Pennsylvania","publicly traded","healthcare services","healthcare services","Extracted from a download of OSHA's Inspection Database updated by OSHA on 1/19/2018, available at https://enforcedata.dol.gov/views/data_catalogs.php","","","","https://www.osha.gov/pls/imis/establishment.inspection_detail?id=1009746.015",""
"GENESIS HEALTHCARE NEW LEXINGTON CENTER","Genesis HealthCare","$15,000","$0","$15,000","2014","20141105","workplace safety or health violation","","","federal","agency action","Occupational Safety & Health Administration","","civil","","340071588","","","Ohio","NEW LEXINGTON","920 S MAIN ST","43764","623110","623110: Nursing Care Facilities","USA","Pennsylvania","publicly traded","healthcare services","skilled nursing facilities","Extracted from a download of OSHA's Inspection Database updated by OSHA on 1/19/2018, available at https://enforcedata.dol.gov/views/data_catalogs.php","","","","https://www.osha.gov/pls/imis/establishment.inspection_detail?id=1007158.015",""
"PRUITTHEALTH - ATHENS HERITAGE","Pruitthealth","$11,305","$0","$11,305","2014","20141106","workplace safety or health violation","","","federal","agency action","Occupational Safety & Health Administration","","civil","","340065960","","","Georgia","ATHENS","960 HAWTHORNE AVE","30606","623110","623110: Nursing Care Facilities","USA","Georgia","privately held","healthcare services","skilled nursing facilities","Extracted from a download of OSHA's Inspection Database updated by OSHA on 1/19/2018, available at https://enforcedata.dol.gov/views/data_catalogs.php","","","","https://www.osha.gov/pls/imis/establishment.inspection_detail?id=1006596.015",""
"Coventry Health and Life Insurance Company","Aetna","$20,000","$0","$20,000","2011","20110922","Medicare Parts C and D Enforcement Action","","Required Beneficiary Notices","federal","agency action","Centers for Medicare & Medicaid Services","","civil","","","","","","","","","","","USA","Connecticut","publicly traded","healthcare services","insurance; managed care","https://www.cms.gov/Research-Statistics-Data-and-Systems/Statistics-Trends-and-Reports/MCRAdvPartDEnrolData/Downloads/Final_Coventry_CMPs_Letter_09222011.pdf","194331.pdf","","","",""
"Coventry Health Care Workers Compensation,Inc","Aetna","$77,915","$0","$77,915","2010","20100606","wage and hour violation","Fair Labor Standards Act","","federal","agency action","Labor Department Wage and Hour Division","","civil","","1544784","","","Missouri","Florissant","","63034","923120","923120: Administration of Public Health Programs","USA","Connecticut","publicly traded","healthcare services","insurance; managed care","March 7, 2017 download of a dataset posted by the Wage and Hour Division at https://enforcedata.dol.gov/views/data_summary.php","","","","","Date and year are the Findings End Date in the dataset posted by the Wage and Hour Division, which does not provide case opening or closing dates. The company name is the Legal Name provided by the dataset unless that field is blank, in which case the Trade Name is used. The dataset provides only one address and does not indicate whether it is the company headquarters address or the establishment address. The penalty amount is the total of civil monetary penalties and mandated back wages. The original dataset provides a breakdown."
"Coventry Summit Health Plan","Aetna","$34,820","$0","$34,820","2010","20101203","Medicare Parts C and D Enforcement Action","","Required Beneficiary Notices","federal","agency action","Centers for Medicare & Medicaid Services","","civil","","","","","","","","","","","USA","Connecticut","publicly traded","healthcare services","insurance; managed care","https://www.cms.gov/Research-Statistics-Data-and-Systems/Statistics-Trends-and-Reports/MCRAdvPartDEnrolData/Downloads/Coventry_CMP_12_03_2010.pdf","194337.pdf","","","",""
"CoxHealth","CoxHealth","$11,522","$0","$11,522","2004","20040807","wage and hour violation","Fair Labor Standards Act","","federal","agency action","Labor Department Wage and Hour Division","","civil","","1349723","","","Missouri","Springfield","","65802","622110","622110: General Medical and Surgical Hospitals","USA","Missouri","non-profit","healthcare services","healthcare services","March 7, 2017 download of a dataset posted by the Wage and Hour Division at https://enforcedata.dol.gov/views/data_summary.php","","","","","Date and year are the Findings End Date in the dataset posted by the Wage and Hour Division, which does not provide case opening or closing dates. The company name is the Legal Name provided by the dataset unless that field is blank, in which case the Trade Name is used. The dataset provides only one address and does not indicate whether it is the company headquarters address or the establishment address. The penalty amount is the total of civil monetary penalties and mandated back wages. The original dataset provides a breakdown."
"CRC Health Corp.","Acadia Healthcare","$9,250,000","$0","$9,250,000","2014","20140416","False Claims Act","","The Department of Justice announced that CRC Health Corp. agreed to pay $9.25 million to the federal government and the State of Tennessee to settle allegations that CRC knowingly submitted false claims by providing substandard treatment to adult and adolescent Medicaid patients suffering from alcohol and drug addiction at its facility in Burns, Tenn.","federal","agency action","Justice Department Civil Division","","civil","","","","","Tennessee","Burns","","","","","USA","Tennessee","publicly traded","healthcare services","healthcare services","https://www.justice.gov/opa/pr/tennessee-substance-abuse-treatment-facility-agrees-resolve-false-claims-act-allegations-925","screenshot_193785.png","","","",""
