Company,Parent Company,Penalty Amount,Subtraction From Penalty,Penalty Amount Adjusted For Eliminating Multiple Counting,Penalty Year,Penalty Date,Primary Offense,Secondary Offense,Description,Level of Government,Action Type,Agency,Court,Civil/Criminal,Prosecution Agreement,Case ID,Private Litigation Case Title,Lawsuit Resolution,Facility State,City,Address,Zip,NAICS Code,NAICS Translation,HQ Country of Parent,HQ State of Parent,Ownership Structure,Major Industry of Parent,Specific Industry of Parent,Info Source,Info Source Archive URL,PACER Link,Captured Document,EPA/OSHA More Info Link,Notes,Penalty_Year_Date_Time
"girling health care, inc.",kindred healthcare,67948,0,67948,2014,2014-11-06,wage and hour violation,Fair Labor Standards Act,,federal,agency action,Labor Department Wage and Hour Division,,civil,,1740301,,,Texas,Tyler,,75702,623990.0,623990: Other Residential Care Facilities,USA,Kentucky,publicly traded,healthcare services,skilled nursing facilities,"March 7, 2017 download of a dataset posted by the Wage and Hour Division at https://enforcedata.dol.gov/views/data_summary.php",,,,,"Date and year are the Findings End Date in the dataset posted by the Wage and Hour Division, which does not provide case opening or closing dates. The company name is the Legal Name provided by the dataset unless that field is blank, in which case the Trade Name is used. The dataset provides only one address and does not indicate whether it is the company headquarters address or the establishment address. The penalty amount is the total of civil monetary penalties and mandated back wages. The original dataset provides a breakdown.",2014-01-01
kaiser foundation healthplan inc,kaiser permanente,13750,0,13750,2010,2010-03-02,workplace safety or health violation,,,federal,agency action,Occupational Safety & Health Administration,,civil,,313078925,,,Hawaii,HONOLULU,3288 MOANALUA RD,96819,622110.0,622110: General Medical and Surgical Hospitals,USA,California,non-profit,healthcare services,healthcare services,"Extracted from a download of OSHA's Inspection Database updated by OSHA on 1/19/2018, available at https://enforcedata.dol.gov/views/data_catalogs.php",,,,https://www.osha.gov/pls/imis/establishment.inspection_detail?id=313078925,,2010-01-01
new york-presbyterian hospital,newyork-presbyterian,6500,0,6500,2009,2009-03-09,workplace safety or health violation,,,federal,agency action,Occupational Safety & Health Administration,,civil,,313041071,,,New York,NEW YORK,"525 EAST 68TH STREET, BOX #33806",10065,622110.0,622110: General Medical and Surgical Hospitals,USA,New York,non-profit,healthcare services,hospitals,"Extracted from a download of OSHA's Inspection Database updated by OSHA on 1/19/2018, available at https://enforcedata.dol.gov/views/data_catalogs.php",,,,https://www.osha.gov/pls/imis/establishment.inspection_detail?id=313041071,,2009-01-01
grifols,grifols,41775,0,41775,2012,2012-02-04,Family and Medical Leave Act,,,federal,agency action,Labor Department Wage and Hour Division,,civil,,1639920,,,Ohio,Cincinnati,,45202,621991.0,621991: Blood and Organ Banks,Spain,,publicly traded,healthcare services,diagnostic products,"March 7, 2017 download of a dataset posted by the Wage and Hour Division at https://enforcedata.dol.gov/views/data_summary.php",,,,,"Date and year are the Findings End Date in the dataset posted by the Wage and Hour Division, which does not provide case opening or closing dates. The company name is the Legal Name provided by the dataset unless that field is blank, in which case the Trade Name is used. The dataset provides only one address and does not indicate whether it is the company headquarters address or the establishment address. The penalty amount is the total of civil monetary penalties and mandated back wages. The original dataset provides a breakdown.",2012-01-01
"guardian health care, inc.",envision healthcare holdings,12679,0,12679,2006,2006-05-04,wage and hour violation,Fair Labor Standards Act,,federal,agency action,Labor Department Wage and Hour Division,,civil,,1440578,,,Texas,Fort Worth,,76102,621610.0,621610: Home Health Care Services,USA,Colorado,publicly traded,healthcare services,healthcare services,"March 7, 2017 download of a dataset posted by the Wage and Hour Division at https://enforcedata.dol.gov/views/data_summary.php",,,,,"Date and year are the Findings End Date in the dataset posted by the Wage and Hour Division, which does not provide case opening or closing dates. The company name is the Legal Name provided by the dataset unless that field is blank, in which case the Trade Name is used. The dataset provides only one address and does not indicate whether it is the company headquarters address or the establishment address. The penalty amount is the total of civil monetary penalties and mandated back wages. The original dataset provides a breakdown.",2006-01-01
"gulf coast medical center, llc",community health systems,20272,0,20272,2010,2010-04-17,wage and hour violation,Fair Labor Standards Act,,federal,agency action,Labor Department Wage and Hour Division,,civil,,1566666,,,Florida,New Port Richey,,34653,621111.0,621111: Offices of Physicians (except Mental Health Specialists),USA,Tennessee,publicly traded,healthcare services,healthcare services,"March 7, 2017 download of a dataset posted by the Wage and Hour Division at https://enforcedata.dol.gov/views/data_summary.php",,,,,"Date and year are the Findings End Date in the dataset posted by the Wage and Hour Division, which does not provide case opening or closing dates. The company name is the Legal Name provided by the dataset unless that field is blank, in which case the Trade Name is used. The dataset provides only one address and does not indicate whether it is the company headquarters address or the establishment address. The penalty amount is the total of civil monetary penalties and mandated back wages. The original dataset provides a breakdown.",2010-01-01
halifax hospital medical center and halifax staffing inc.,halifax health,85000000,0,85000000,2014,2014-03-11,False Claims Act,,"Halifax Hospital Medical Center and Halifax Staffing Inc. agreed to pay $85 million to resolve allegations that they violated the False Claims Act by submitting claims to the Medicare program that violated the Physician Self-Referral Law, commonly known as the Stark Law.",federal,agency action,Justice Department Civil Division,,civil,,,,,Florida,Daytona Beach,,,,,USA,Florida,non-profit,healthcare services,hospitals,https://www.justice.gov/opa/pr/florida-hospital-system-agrees-pay-government-85-million-settle-allegations-improper,screenshot_193792.png,,,,,2014-01-01
wellstar cobb hospital,wellstar health system,8400,0,8400,2014,2014-05-13,workplace safety or health violation,,,federal,agency action,Occupational Safety & Health Administration,,civil,,339768319,,,Georgia,AUSTELL,3950 AUSTELL ROAD,30106,622110.0,622110: General Medical and Surgical Hospitals,USA,Georgia,non-profit,healthcare services,hospitals,"Extracted from a download of OSHA's Inspection Database updated by OSHA on 1/19/2018, available at https://enforcedata.dol.gov/views/data_catalogs.php",,,,https://www.osha.gov/pls/imis/establishment.inspection_detail?id=976831.015,,2014-01-01
scripps health,scripps health,18280,0,18280,2011,2011-03-11,workplace safety or health violation,,,federal,agency action,Occupational Safety & Health Administration,,civil,,312686132,,,California,LA JOLLA,10666 N TORREY PINES RD,92037,622110.0,622110: General Medical and Surgical Hospitals,USA,California,non-profit,healthcare services,hospitals,"Extracted from a download of OSHA's Inspection Database updated by OSHA on 1/19/2018, available at https://enforcedata.dol.gov/views/data_catalogs.php",,,,https://www.osha.gov/pls/imis/establishment.inspection_detail?id=312686132,,2011-01-01
the scripps research institute,scripps research institute,5995,0,5995,2009,2009-04-09,workplace safety or health violation,,,federal,agency action,Occupational Safety & Health Administration,,civil,,312677701,,,California,SAN DIEGO,3050 SCIENCE PARK ROAD,92037,541710.0,"541710: Research and Development in the Physical, Engineering, and Life Sciences",USA,California,non-profit,healthcare services,biomedical research,"Extracted from a download of OSHA's Inspection Database updated by OSHA on 1/19/2018, available at https://enforcedata.dol.gov/views/data_catalogs.php",,,,https://www.osha.gov/pls/imis/establishment.inspection_detail?id=312677701,,2009-01-01
hartford healthcare corp,hartford healthcare,10001,0,10001,2016,2016-06-30,benefit plan administrator violation,,Deficient Filer,federal,agency action,Employee Benefits Security Administration,,civil,,,,,Connecticut,,,,,,USA,Connecticut,non-profit,healthcare services,healthcare services,Included in a dataset downloaded at https://enforcedata.dol.gov/views/data_summary.php,,,,,"Company is plan administrator. Penalty amount reported in range of $10,001 to $50,000. ",2016-01-01
hartford hospital,hartford healthcare,2469374,0,2469374,2017,2017-04-18,HHS civil monetary penalties,,"Hartford Hospital entered into a $2,469,374 settlement agreement to resolve allegations that it submitted claims in which patients who received home health services within three days of the patients' release from Hartford were improperly coded as discharged rather than as a post-acute care transfer.",federal,agency action,Health & Human Services Department Office of Inspector General,,civil,,,,,Connecticut,Hartford,,,,,USA,Connecticut,non-profit,healthcare services,healthcare services,https://oig.hhs.gov/fraud/enforcement/cmp/cmp-ae.asp,,,,,,2017-01-01
fresenius medical care north america,fresenius,5355,0,5355,2009,2009-04-07,workplace safety or health violation,,,federal,agency action,Occupational Safety & Health Administration,,civil,,312632425,,,Pennsylvania,PITTSBURGH,10922 FRANKSTOWN ROAD,15235,621492.0,621492: Kidney Dialysis Centers,Germany,,publicly traded,healthcare services,healthcare services,"Extracted from a download of OSHA's Inspection Database updated by OSHA on 1/19/2018, available at https://enforcedata.dol.gov/views/data_catalogs.php",,,,https://www.osha.gov/pls/imis/establishment.inspection_detail?id=312632425,,2009-01-01
signature healthcare at mallard bay,signature healthcare,24551,0,24551,2008,2008-10-29,workplace safety or health violation,,,federal,agency action,Occupational Safety & Health Administration,,civil,,312623499,,,Maryland,CAMBRIDGE,520 GLENBURN AVENUE,21613,623110.0,623110: Nursing Care Facilities,USA,Kentucky,privately held,healthcare services,rehabilitation and skilled nursing facilities,"Extracted from a download of OSHA's Inspection Database updated by OSHA on 1/19/2018, available at https://enforcedata.dol.gov/views/data_catalogs.php",,,,https://www.osha.gov/pls/imis/establishment.inspection_detail?id=312623499,,2008-01-01
hca,hca holdings,7145842,0,7145842,2013,2013-07-02,False Claims Act,,"Fifty-five hospitals in 21 states agreed to pay the United States a total of more than $34 million to settle allegations that they submitted false claims to Medicare for kyphoplasty, a minimally-invasive procedure used to treat certain spinal fractures that often are due to osteoporosis. ",federal,agency action,Justice Department Civil Division,,civil,,,,,,,,,,,USA,Tennessee,publicly traded,healthcare services,healthcare services,https://www.justice.gov/opa/pr/fifty-five-hospitals-pay-us-more-34-million-resolve-false-claims-act-allegations-related,screenshot_193836.png,,,,,2013-01-01
hca inc.,hca holdings,1929255,0,1929255,2001,2001-06-01,False Claims Act,,"Seven hospitals located around the country agreed to pay the United States a total of $5,476,637 to settle claims that they unlawfully charged federal health care programs for surgical procedures using unapproved experimental cardiac devices.",federal,agency action,Justice Department Civil Division,,civil,,,,,,,,,,,USA,Tennessee,publicly traded,healthcare services,healthcare services,https://www.justice.gov/archive/opa/pr/2001/June/242civ.htm,,,,,,2001-01-01
